#Classification	SRR20002480_bracken_P.kreport
k__Bacteria	15621
k__Bacteria|p__Firmicutes	10820
k__Bacteria|p__Actinobacteria	616
k__Bacteria|p__Deinococcus-Thermus	323
k__Bacteria|p__Proteobacteria	3855
k__Bacteria|p__Bacteroidetes	4
k__Bacteria|p__Synergistetes	1
k__Eukaryota	2722
k__Eukaryota|k__Metazoa	2604
k__Eukaryota|k__Metazoa|p__Chordata	2604
k__Eukaryota|k__Fungi	75
k__Eukaryota|k__Fungi|p__Basidiomycota	74
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|p__Apicomplexa	28
k__Eukaryota|k__Viridiplantae	15
k__Eukaryota|k__Viridiplantae|p__Streptophyta	15
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	14
k__Viruses|k__Heunggongvirae	14
k__Viruses|k__Heunggongvirae|p__Uroviricota	14
