#Classification	NS10_bracken_C.kreport
k__Bacteria	2702247
k__Bacteria|p__Firmicutes	1935656
k__Bacteria|p__Firmicutes|c__Clostridia	1885214
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	30717
k__Bacteria|p__Firmicutes|c__Negativicutes	6551
k__Bacteria|p__Firmicutes|c__Bacilli	13101
k__Bacteria|p__Firmicutes|c__Tissierellia	72
k__Bacteria|p__Actinobacteria	720926
k__Bacteria|p__Actinobacteria|c__Actinomycetia	246174
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	474752
k__Bacteria|p__Bacteroidetes	28002
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	27981
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	21
k__Bacteria|p__Proteobacteria	17461
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	921
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	16300
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	233
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	5
k__Bacteria|p__Verrucomicrobia	147
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	147
k__Bacteria|p__Spirochaetes	25
k__Bacteria|p__Spirochaetes|c__Spirochaetia	25
k__Bacteria|p__Fusobacteria	23
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	23
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	3
k__Eukaryota	2818
k__Eukaryota|k__Viridiplantae	2818
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2818
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	2818
k__Archaea	17
k__Archaea|p__Euryarchaeota	17
k__Archaea|p__Euryarchaeota|c__Methanobacteria	17
k__Viruses	117216
k__Viruses|k__Heunggongvirae	117216
k__Viruses|k__Heunggongvirae|p__Uroviricota	117216
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	117216
