#Classification	SRR20002435_bracken_P.kreport
k__Bacteria	2342877
k__Bacteria|p__Actinobacteria	2171302
k__Bacteria|p__Firmicutes	43066
k__Bacteria|p__Deinococcus-Thermus	316
k__Bacteria|p__Proteobacteria	127703
k__Bacteria|p__Bacteroidetes	135
k__Bacteria|p__Synergistetes	346
k__Bacteria|p__Verrucomicrobia	5
k__Bacteria|p__Aquificae	1
k__Eukaryota	997
k__Eukaryota|k__Metazoa	839
k__Eukaryota|k__Metazoa|p__Chordata	839
k__Eukaryota|k__Fungi	136
k__Eukaryota|k__Fungi|p__Basidiomycota	132
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Eukaryota|k__Viridiplantae	21
k__Eukaryota|k__Viridiplantae|p__Streptophyta	21
k__Archaea	3
k__Archaea|p__Euryarchaeota	3
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
