#Classification	SRR5091476_bracken_P.kreport
k__Bacteria	7869724
k__Bacteria|p__Firmicutes	3733943
k__Bacteria|p__Actinobacteria	283895
k__Bacteria|p__Cyanobacteria	5
k__Bacteria|p__Bacteroidetes	3690209
k__Bacteria|p__Proteobacteria	160418
k__Bacteria|p__Fusobacteria	745
k__Bacteria|p__Verrucomicrobia	238
k__Bacteria|p__Chlamydiae	5
k__Bacteria|p__Synergistetes	96
k__Bacteria|p__Thermotogae	88
k__Bacteria|p__Spirochaetes	40
k__Bacteria|p__Candidatus_Saccharibacteria	38
k__Eukaryota	390
k__Eukaryota|k__Viridiplantae	368
k__Eukaryota|k__Viridiplantae|p__Streptophyta	368
k__Eukaryota|k__Metazoa	17
k__Eukaryota|k__Metazoa|p__Chordata	17
k__Eukaryota|k__Fungi	3
k__Eukaryota|k__Fungi|p__Ascomycota	3
k__Eukaryota|p__Apicomplexa	1
k__Viruses	391
k__Viruses|k__Heunggongvirae	391
k__Viruses|k__Heunggongvirae|p__Uroviricota	391
