#Classification	SRR20002381_bracken_P.kreport
k__Bacteria	6506
k__Bacteria|p__Proteobacteria	4627
k__Bacteria|p__Actinobacteria	458
k__Bacteria|p__Deinococcus-Thermus	279
k__Bacteria|p__Firmicutes	1091
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	48
k__Eukaryota	3015
k__Eukaryota|k__Metazoa	2962
k__Eukaryota|k__Metazoa|p__Chordata	2962
k__Eukaryota|k__Fungi	18
k__Eukaryota|k__Fungi|p__Basidiomycota	14
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Eukaryota|p__Apicomplexa	33
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
