#Classification	SRR20002359_bracken_P.kreport
k__Bacteria	4192951
k__Bacteria|p__Proteobacteria	3512153
k__Bacteria|p__Actinobacteria	503187
k__Bacteria|p__Firmicutes	127705
k__Bacteria|p__Cyanobacteria	43783
k__Bacteria|p__Deinococcus-Thermus	2890
k__Bacteria|p__Tenericutes	111
k__Bacteria|p__Bacteroidetes	2615
k__Bacteria|p__Gemmatimonadetes	6
k__Bacteria|p__Chlamydiae	222
k__Bacteria|p__Planctomycetes	53
k__Bacteria|p__Verrucomicrobia	17
k__Bacteria|p__Kiritimatiellaeota	2
k__Bacteria|p__Fusobacteria	136
k__Bacteria|p__Candidatus_Saccharibacteria	32
k__Bacteria|p__Spirochaetes	31
k__Bacteria|p__Synergistetes	2
k__Bacteria|p__Acidobacteria	2
k__Eukaryota	13269
k__Eukaryota|k__Fungi	8706
k__Eukaryota|k__Fungi|p__Basidiomycota	6661
k__Eukaryota|k__Fungi|p__Ascomycota	2045
k__Eukaryota|k__Metazoa	1905
k__Eukaryota|k__Metazoa|p__Chordata	1905
k__Eukaryota|k__Viridiplantae	2645
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2644
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	1
k__Eukaryota|p__Apicomplexa	11
k__Archaea	21
k__Archaea|p__Euryarchaeota	21
k__Viruses	362
k__Viruses|k__Heunggongvirae	358
k__Viruses|k__Heunggongvirae|p__Uroviricota	358
k__Viruses|k__Shotokuvirae	4
k__Viruses|k__Shotokuvirae|p__Cossaviricota	4
