#Classification	GQ5_bracken_P.kreport
k__Bacteria	1740569
k__Bacteria|p__Firmicutes	776035
k__Bacteria|p__Actinobacteria	154287
k__Bacteria|p__Tenericutes	1
k__Bacteria|p__Bacteroidetes	655832
k__Bacteria|p__Proteobacteria	146632
k__Bacteria|p__Fusobacteria	7517
k__Bacteria|p__Candidatus_Saccharibacteria	227
k__Bacteria|p__Spirochaetes	36
k__Eukaryota	1851
k__Eukaryota|k__Metazoa	1732
k__Eukaryota|k__Metazoa|p__Chordata	1732
k__Eukaryota|k__Fungi	98
k__Eukaryota|k__Fungi|p__Basidiomycota	98
k__Eukaryota|k__Viridiplantae	20
k__Eukaryota|k__Viridiplantae|p__Streptophyta	20
k__Viruses	2
k__Viruses|k__Heunggongvirae	2
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
k__Viruses|k__Heunggongvirae|p__Peploviricota	1
