#Classification	SRR5091465_bracken_F.kreport
k__Bacteria	10103521
k__Bacteria|p__Bacteroidetes	7912104
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	7912103
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	7912103
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	6768485
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	733795
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	188358
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	189972
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	23594
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	7709
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	178
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	9
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	1
k__Bacteria|p__Firmicutes	1777842
k__Bacteria|p__Firmicutes|c__Clostridia	1480700
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	1480700
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	945657
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	488585
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	12726
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	30254
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	3225
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	213
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	38
k__Bacteria|p__Firmicutes|c__Negativicutes	264552
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	158500
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	158500
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	105473
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	105473
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	579
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	579
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	19878
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	19878
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	19851
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	27
k__Bacteria|p__Firmicutes|c__Bacilli	12677
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	12449
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	7076
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	5092
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	265
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	14
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	228
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	107
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	121
k__Bacteria|p__Firmicutes|c__Tissierellia	32
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	32
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	32
k__Bacteria|p__Actinobacteria	9815
k__Bacteria|p__Actinobacteria|c__Actinomycetia	7027
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	6519
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	6519
